Text,Language,Unnamed: 2
hard ,Not Yoruba,
start ,Not Yoruba,
might ,Not Yoruba,
story ,Not Yoruba,
saw ,Not Yoruba,
far ,Not Yoruba,
sea ,Not Yoruba,
draw ,Not Yoruba,
left ,Not Yoruba,
late ,Not Yoruba,
run ,Not Yoruba,
don’t ,Not Yoruba,
while ,Not Yoruba,
press ,Not Yoruba,
close ,Not Yoruba,
night ,Not Yoruba,
real ,Not Yoruba,
life ,Not Yoruba,
few ,Not Yoruba,
north ,Not Yoruba,
book ,Not Yoruba,
carry ,Not Yoruba,
took ,Not Yoruba,
science ,Not Yoruba,
eat ,Not Yoruba,
room ,Not Yoruba,
friend ,Not Yoruba,
began ,Not Yoruba,
idea ,Not Yoruba,
fish ,Not Yoruba,
mountain ,Not Yoruba,
stop ,Not Yoruba,
once ,Not Yoruba,
base ,Not Yoruba,
hear ,Not Yoruba,
horse ,Not Yoruba,
cut ,Not Yoruba,
sure ,Not Yoruba,
watch ,Not Yoruba,
color ,Not Yoruba,
face ,Not Yoruba,
wood ,Not Yoruba,
main ,Not Yoruba,
open ,Not Yoruba,
seem ,Not Yoruba,
together ,Not Yoruba,
next ,Not Yoruba,
white ,Not Yoruba,
children ,Not Yoruba,
begin ,Not Yoruba,
got ,Not Yoruba,
walk ,Not Yoruba,
example ,Not Yoruba,
ease ,Not Yoruba,
paper ,Not Yoruba,
group ,Not Yoruba,
always ,Not Yoruba,
music ,Not Yoruba,
those ,Not Yoruba,
both ,Not Yoruba,
mark ,Not Yoruba,
often ,Not Yoruba,
letter ,Not Yoruba,
until ,Not Yoruba,
mile ,Not Yoruba,
river ,Not Yoruba,
car ,Not Yoruba,
feet ,Not Yoruba,
care ,Not Yoruba,
second ,Not Yoruba,
enough ,Not Yoruba,
plain ,Not Yoruba,
girl ,Not Yoruba,
usual ,Not Yoruba,
young ,Not Yoruba,
ready ,Not Yoruba,
above ,Not Yoruba,
ever ,Not Yoruba,
red ,Not Yoruba,
list ,Not Yoruba,
though ,Not Yoruba,
feel ,Not Yoruba,
talk ,Not Yoruba,
bird ,Not Yoruba,
soon ,Not Yoruba,
body ,Not Yoruba,
dog ,Not Yoruba,
family ,Not Yoruba,
direct ,Not Yoruba,
pose ,Not Yoruba,
leave ,Not Yoruba,
song ,Not Yoruba,
measure ,Not Yoruba,
door ,Not Yoruba,
product ,Not Yoruba,
black ,Not Yoruba,
short ,Not Yoruba,
numeral ,Not Yoruba,
class ,Not Yoruba,
wind ,Not Yoruba,
question ,Not Yoruba,
happen ,Not Yoruba,
complete ,Not Yoruba,
ship ,Not Yoruba,
area ,Not Yoruba,
half ,Not Yoruba,
rock ,Not Yoruba,
order ,Not Yoruba,
fire ,Not Yoruba,
south ,Not Yoruba,
problem ,Not Yoruba,
piece ,Not Yoruba,
told ,Not Yoruba,
knew ,Not Yoruba,
pass ,Not Yoruba,
since ,Not Yoruba,
top ,Not Yoruba,
whole ,Not Yoruba,
king ,Not Yoruba,
street ,Not Yoruba,
inch ,Not Yoruba,
multiply ,Not Yoruba,
nothing ,Not Yoruba,
course ,Not Yoruba,
stay ,Not Yoruba,
wheel ,Not Yoruba,
full ,Not Yoruba,
force ,Not Yoruba,
blue ,Not Yoruba,
object ,Not Yoruba,
decide ,Not Yoruba,
surface ,Not Yoruba,
deep ,Not Yoruba,
moon ,Not Yoruba,
island ,Not Yoruba,
foot ,Not Yoruba,
system ,Not Yoruba,
busy ,Not Yoruba,
test ,Not Yoruba,
record ,Not Yoruba,
boat ,Not Yoruba,
common ,Not Yoruba,
gold ,Not Yoruba,
possible ,Not Yoruba,
plane ,Not Yoruba,
stead ,Not Yoruba,
dry ,Not Yoruba,
wonder ,Not Yoruba,
laugh ,Not Yoruba,
thousand ,Not Yoruba,
ago ,Not Yoruba,
ran ,Not Yoruba,
check ,Not Yoruba,
game ,Not Yoruba,
shape ,Not Yoruba,
equate ,Not Yoruba,
hot ,Not Yoruba,
miss ,Not Yoruba,
brought ,Not Yoruba,
heat ,Not Yoruba,
snow ,Not Yoruba,
tire ,Not Yoruba,
bring ,Not Yoruba,
yes ,Not Yoruba,
distant ,Not Yoruba,
fill ,Not Yoruba,
east ,Not Yoruba,
paint ,Not Yoruba,
language ,Not Yoruba,
among ,Not Yoruba,
unit ,Not Yoruba,
power ,Not Yoruba,
town ,Not Yoruba,
fine ,Not Yoruba,
certain ,Not Yoruba,
fly ,Not Yoruba,
fall ,Not Yoruba,
lead ,Not Yoruba,
cry ,Not Yoruba,
dark ,Not Yoruba,
machine ,Not Yoruba,
note ,Not Yoruba,
wait ,Not Yoruba,
plan ,Not Yoruba,
figure ,Not Yoruba,
star ,Not Yoruba,
box ,Not Yoruba,
noun ,Not Yoruba,
field ,Not Yoruba,
rest ,Not Yoruba,
correct ,Not Yoruba,
able ,Not Yoruba,
pound ,Not Yoruba,
done ,Not Yoruba,
beauty ,Not Yoruba,
drive ,Not Yoruba,
stood ,Not Yoruba,
contain ,Not Yoruba,
front ,Not Yoruba,
teach ,Not Yoruba,
week ,Not Yoruba,
final ,Not Yoruba,
gave ,Not Yoruba,
green ,Not Yoruba,
oh ,Not Yoruba,
quick ,Not Yoruba,
develop ,Not Yoruba,
ocean ,Not Yoruba,
warm ,Not Yoruba,
free ,Not Yoruba,
minute ,Not Yoruba,
strong ,Not Yoruba,
special ,Not Yoruba,
mind ,Not Yoruba,
behind ,Not Yoruba,
clear ,Not Yoruba,
tail ,Not Yoruba,
produce ,Not Yoruba,
fact ,Not Yoruba,
space ,Not Yoruba,
heard ,Not Yoruba,
best ,Not Yoruba,
hour ,Not Yoruba,
better ,Not Yoruba,
TRUE ,Not Yoruba,
during ,Not Yoruba,
hundred ,Not Yoruba,
five ,Not Yoruba,
remember ,Not Yoruba,
step ,Not Yoruba,
early ,Not Yoruba,
hold ,Not Yoruba,
west ,Not Yoruba,
ground ,Not Yoruba,
interest ,Not Yoruba,
reach ,Not Yoruba,
fast ,Not Yoruba,
verb ,Not Yoruba,
sing ,Not Yoruba,
listen ,Not Yoruba,
six ,Not Yoruba,
table ,Not Yoruba,
travel ,Not Yoruba,
less ,Not Yoruba,
morning ,Not Yoruba,
ten ,Not Yoruba,
simple ,Not Yoruba,
several ,Not Yoruba,
vowel ,Not Yoruba,
toward ,Not Yoruba,
war ,Not Yoruba,
lay ,Not Yoruba,
against ,Not Yoruba,
pattern ,Not Yoruba,
slow ,Not Yoruba,
center ,Not Yoruba,
love ,Not Yoruba,
person ,Not Yoruba,
money ,Not Yoruba,
serve ,Not Yoruba,
appear ,Not Yoruba,
road ,Not Yoruba,
map ,Not Yoruba,
rain ,Not Yoruba,
rule ,Not Yoruba,
govern ,Not Yoruba,
pull ,Not Yoruba,
cold ,Not Yoruba,
notice ,Not Yoruba,
voice ,Not Yoruba,
energy ,Not Yoruba,
hunt ,Not Yoruba,
probable ,Not Yoruba,
bed ,Not Yoruba,
brother ,Not Yoruba,
egg ,Not Yoruba,
ride ,Not Yoruba,
cell ,Not Yoruba,
believe ,Not Yoruba,
perhaps ,Not Yoruba,
pick ,Not Yoruba,
sudden ,Not Yoruba,
count ,Not Yoruba,
square ,Not Yoruba,
reason ,Not Yoruba,
length ,Not Yoruba,
represent ,Not Yoruba,
art ,Not Yoruba,
subject ,Not Yoruba,
region ,Not Yoruba,
size ,Not Yoruba,
vary ,Not Yoruba,
settle ,Not Yoruba,
speak ,Not Yoruba,
weight ,Not Yoruba,
general ,Not Yoruba,
ice ,Not Yoruba,
matter ,Not Yoruba,
circle ,Not Yoruba,
pair ,Not Yoruba,
include ,Not Yoruba,
divide ,Not Yoruba,
syllable ,Not Yoruba,
felt ,Not Yoruba,
grand ,Not Yoruba,
ball ,Not Yoruba,
yet ,Not Yoruba,
wave ,Not Yoruba,
drop ,Not Yoruba,
heart ,Not Yoruba,
am ,Not Yoruba,
present ,Not Yoruba,
heavy ,Not Yoruba,
dance ,Not Yoruba,
engine ,Not Yoruba,
position ,Not Yoruba,
arm ,Not Yoruba,
wide ,Not Yoruba,
sail ,Not Yoruba,
material ,Not Yoruba,
fraction ,Not Yoruba,
forest ,Not Yoruba,
sit ,Not Yoruba,
race ,Not Yoruba,
window ,Not Yoruba,
store ,Not Yoruba,
summer ,Not Yoruba,
train ,Not Yoruba,
sleep ,Not Yoruba,
prove ,Not Yoruba,
lone ,Not Yoruba,
leg ,Not Yoruba,
exercise ,Not Yoruba,
wall ,Not Yoruba,
catch ,Not Yoruba,
mount ,Not Yoruba,
wish ,Not Yoruba,
sky ,Not Yoruba,
board ,Not Yoruba,
joy ,Not Yoruba,
winter ,Not Yoruba,
sat ,Not Yoruba,
written ,Not Yoruba,
wild ,Not Yoruba,
instrument ,Not Yoruba,
kept ,Not Yoruba,
glass ,Not Yoruba,
grass ,Not Yoruba,
cow ,Not Yoruba,
job ,Not Yoruba,
edge ,Not Yoruba,
sign ,Not Yoruba,
visit ,Not Yoruba,
past ,Not Yoruba,
soft ,Not Yoruba,
fun ,Not Yoruba,
bright ,Not Yoruba,
gas ,Not Yoruba,
weather ,Not Yoruba,
month ,Not Yoruba,
million ,Not Yoruba,
bear ,Not Yoruba,
finish ,Not Yoruba,
happy ,Not Yoruba,
hope ,Not Yoruba,
flower ,Not Yoruba,
clothe ,Not Yoruba,
strange ,Not Yoruba,
gone ,Not Yoruba,
trade ,Not Yoruba,
melody ,Not Yoruba,
trip ,Not Yoruba,
office ,Not Yoruba,
receive ,Not Yoruba,
row ,Not Yoruba,
mouth ,Not Yoruba,
exact ,Not Yoruba,
symbol ,Not Yoruba,
die ,Not Yoruba,
least ,Not Yoruba,
trouble ,Not Yoruba,
shout ,Not Yoruba,
except ,Not Yoruba,
wrote ,Not Yoruba,
seed ,Not Yoruba,
tone ,Not Yoruba,
join ,Not Yoruba,
suggest ,Not Yoruba,
clean ,Not Yoruba,
break ,Not Yoruba,
lady ,Not Yoruba,
yard ,Not Yoruba,
rise ,Not Yoruba,
bad ,Not Yoruba,
blow ,Not Yoruba,
oil ,Not Yoruba,
blood ,Not Yoruba,
touch ,Not Yoruba,
grew ,Not Yoruba,
cent ,Not Yoruba,
mix ,Not Yoruba,
team ,Not Yoruba,
wire ,Not Yoruba,
cost ,Not Yoruba,
lost ,Not Yoruba,
brown ,Not Yoruba,
wear ,Not Yoruba,
garden ,Not Yoruba,
equal ,Not Yoruba,
sent ,Not Yoruba,
choose ,Not Yoruba,
fell ,Not Yoruba,
fit ,Not Yoruba,
flow ,Not Yoruba,
fair ,Not Yoruba,
bank ,Not Yoruba,
collect ,Not Yoruba,
save ,Not Yoruba,
control ,Not Yoruba,
decimal ,Not Yoruba,
ear ,Not Yoruba,
else ,Not Yoruba,
quite ,Not Yoruba,
broke ,Not Yoruba,
case ,Not Yoruba,
middle ,Not Yoruba,
kill ,Not Yoruba,
son ,Not Yoruba,
lake ,Not Yoruba,
moment ,Not Yoruba,
scale ,Not Yoruba,
loud ,Not Yoruba,
spring ,Not Yoruba,
observe ,Not Yoruba,
child ,Not Yoruba,
straight ,Not Yoruba,
consonant ,Not Yoruba,
nation ,Not Yoruba,
dictionary ,Not Yoruba,
milk ,Not Yoruba,
speed ,Not Yoruba,
method ,Not Yoruba,
organ ,Not Yoruba,
pay ,Not Yoruba,
age ,Not Yoruba,
section ,Not Yoruba,
dress ,Not Yoruba,
cloud ,Not Yoruba,
surprise ,Not Yoruba,
quiet ,Not Yoruba,
stone ,Not Yoruba,
tiny ,Not Yoruba,
climb ,Not Yoruba,
cool ,Not Yoruba,
design ,Not Yoruba,
poor ,Not Yoruba,
lot ,Not Yoruba,
experiment ,Not Yoruba,
bottom ,Not Yoruba,
key ,Not Yoruba,
iron ,Not Yoruba,
single ,Not Yoruba,
stick ,Not Yoruba,
flat ,Not Yoruba,
twenty ,Not Yoruba,
skin ,Not Yoruba,
smile ,Not Yoruba,
crease ,Not Yoruba,
hole ,Not Yoruba,
jump ,Not Yoruba,
baby ,Not Yoruba,
eight ,Not Yoruba,
village ,Not Yoruba,
meet ,Not Yoruba,
root ,Not Yoruba,
buy ,Not Yoruba,
raise ,Not Yoruba,
solve ,Not Yoruba,
metal ,Not Yoruba,
whether ,Not Yoruba,
push ,Not Yoruba,
seven ,Not Yoruba,
paragraph ,Not Yoruba,
third ,Not Yoruba,
shall ,Not Yoruba,
held ,Not Yoruba,
hair ,Not Yoruba,
describe ,Not Yoruba,
cook ,Not Yoruba,
floor ,Not Yoruba,
either ,Not Yoruba,
result ,Not Yoruba,
burn ,Not Yoruba,
hill ,Not Yoruba,
safe ,Not Yoruba,
cat ,Not Yoruba,
century ,Not Yoruba,
consider ,Not Yoruba,
type ,Not Yoruba,
law ,Not Yoruba,
bit ,Not Yoruba,
coast ,Not Yoruba,
copy ,Not Yoruba,
phrase ,Not Yoruba,
silent ,Not Yoruba,
tall ,Not Yoruba,
sand ,Not Yoruba,
soil ,Not Yoruba,
roll ,Not Yoruba,
temperature ,Not Yoruba,
finger ,Not Yoruba,
industry ,Not Yoruba,
value ,Not Yoruba,
fight ,Not Yoruba,
lie ,Not Yoruba,
beat ,Not Yoruba,
excite ,Not Yoruba,
natural ,Not Yoruba,
view ,Not Yoruba,
sense ,Not Yoruba,
capital ,Not Yoruba,
won’t ,Not Yoruba,
chair ,Not Yoruba,
danger ,Not Yoruba,
fruit ,Not Yoruba,
rich ,Not Yoruba,
thick ,Not Yoruba,
soldier ,Not Yoruba,
process ,Not Yoruba,
operate ,Not Yoruba,
practice ,Not Yoruba,
separate ,Not Yoruba,
difficult ,Not Yoruba,
doctor ,Not Yoruba,
please ,Not Yoruba,
protect ,Not Yoruba,
noon ,Not Yoruba,
crop ,Not Yoruba,
modern ,Not Yoruba,
element ,Not Yoruba,
hit ,Not Yoruba,
student ,Not Yoruba,
corner ,Not Yoruba,
party ,Not Yoruba,
supply ,Not Yoruba,
whose ,Not Yoruba,
locate ,Not Yoruba,
ring ,Not Yoruba,
character ,Not Yoruba,
insect ,Not Yoruba,
caught ,Not Yoruba,
period ,Not Yoruba,
indicate ,Not Yoruba,
radio ,Not Yoruba,
spoke ,Not Yoruba,
atom ,Not Yoruba,
human ,Not Yoruba,
history ,Not Yoruba,
effect ,Not Yoruba,
electric ,Not Yoruba,
expect ,Not Yoruba,
bone ,Not Yoruba,
rail ,Not Yoruba,
imagine ,Not Yoruba,
provide ,Not Yoruba,
agree ,Not Yoruba,
thus ,Not Yoruba,
gentle ,Not Yoruba,
woman ,Not Yoruba,
captain ,Not Yoruba,
guess ,Not Yoruba,
necessary ,Not Yoruba,
sharp ,Not Yoruba,
wing ,Not Yoruba,
create ,Not Yoruba,
neighbor ,Not Yoruba,
wash ,Not Yoruba,
bat ,Not Yoruba,
rather ,Not Yoruba,
crowd ,Not Yoruba,
corn ,Not Yoruba,
compare ,Not Yoruba,
poem ,Not Yoruba,
string ,Not Yoruba,
bell ,Not Yoruba,
depend ,Not Yoruba,
meat ,Not Yoruba,
rub ,Not Yoruba,
tube ,Not Yoruba,
famous ,Not Yoruba,
dollar ,Not Yoruba,
stream ,Not Yoruba,
fear ,Not Yoruba,
sight ,Not Yoruba,
thin ,Not Yoruba,
triangle ,Not Yoruba,
planet ,Not Yoruba,
hurry ,Not Yoruba,
chief ,Not Yoruba,
colony ,Not Yoruba,
clock ,Not Yoruba,
mine ,Not Yoruba,
tie ,Not Yoruba,
enter ,Not Yoruba,
major ,Not Yoruba,
fresh ,Not Yoruba,
search ,Not Yoruba,
send ,Not Yoruba,
yellow ,Not Yoruba,
gun ,Not Yoruba,
allow ,Not Yoruba,
print ,Not Yoruba,
dead ,Not Yoruba,
spot ,Not Yoruba,
desert ,Not Yoruba,
suit ,Not Yoruba,
current ,Not Yoruba,
lift ,Not Yoruba,
rose ,Not Yoruba,
arrive ,Not Yoruba,
master ,Not Yoruba,
track ,Not Yoruba,
parent ,Not Yoruba,
shore ,Not Yoruba,
division ,Not Yoruba,
sheet ,Not Yoruba,
substance ,Not Yoruba,
favor ,Not Yoruba,
connect ,Not Yoruba,
post ,Not Yoruba,
spend ,Not Yoruba,
chord ,Not Yoruba,
fat ,Not Yoruba,
glad ,Not Yoruba,
original ,Not Yoruba,
share ,Not Yoruba,
station ,Not Yoruba,
dad ,Not Yoruba,
bread ,Not Yoruba,
charge ,Not Yoruba,
proper ,Not Yoruba,
bar ,Not Yoruba,
offer ,Not Yoruba,
segment ,Not Yoruba,
slave ,Not Yoruba,
duck ,Not Yoruba,
instant ,Not Yoruba,
market ,Not Yoruba,
degree ,Not Yoruba,
populate ,Not Yoruba,
chick ,Not Yoruba,
dear ,Not Yoruba,
enemy ,Not Yoruba,
reply ,Not Yoruba,
drink ,Not Yoruba,
occur ,Not Yoruba,
support ,Not Yoruba,
speech ,Not Yoruba,
nature ,Not Yoruba,
range ,Not Yoruba,
steam ,Not Yoruba,
motion ,Not Yoruba,
path ,Not Yoruba,
liquid ,Not Yoruba,
log ,Not Yoruba,
meant ,Not Yoruba,
quotient ,Not Yoruba,
teeth ,Not Yoruba,
shell ,Not Yoruba,
neck ,Not Yoruba,
oxygen ,Not Yoruba,
sugar ,Not Yoruba,
death ,Not Yoruba,
pretty ,Not Yoruba,
skill ,Not Yoruba,
women ,Not Yoruba,
season ,Not Yoruba,
solution ,Not Yoruba,
magnet ,Not Yoruba,
silver ,Not Yoruba,
thank ,Not Yoruba,
branch ,Not Yoruba,
match ,Not Yoruba,
suffix ,Not Yoruba,
especially ,Not Yoruba,
fig ,Not Yoruba,
afraid ,Not Yoruba,
huge ,Not Yoruba,
sister ,Not Yoruba,
steel ,Not Yoruba,
discuss ,Not Yoruba,
forward ,Not Yoruba,
similar ,Not Yoruba,
guide ,Not Yoruba,
experience ,Not Yoruba,
score ,Not Yoruba,
apple ,Not Yoruba,
bought ,Not Yoruba,
led ,Not Yoruba,
pitch ,Not Yoruba,
coat ,Not Yoruba,
mass ,Not Yoruba,
card ,Not Yoruba,
band ,Not Yoruba,
rope ,Not Yoruba,
slip ,Not Yoruba,
win ,Not Yoruba,
dream ,Not Yoruba,
evening ,Not Yoruba,
condition ,Not Yoruba,
feed ,Not Yoruba,
tool ,Not Yoruba,
total ,Not Yoruba,
basic ,Not Yoruba,
smell ,Not Yoruba,
valley ,Not Yoruba,
nor ,Not Yoruba,
double ,Not Yoruba,
seat ,Not Yoruba,
continue ,Not Yoruba,
block ,Not Yoruba,
chart ,Not Yoruba,
hat ,Not Yoruba,
sell ,Not Yoruba,
success ,Not Yoruba,
company ,Not Yoruba,
subtract ,Not Yoruba,
event ,Not Yoruba,
particular ,Not Yoruba,
deal ,Not Yoruba,
swim ,Not Yoruba,
term ,Not Yoruba,
opposite ,Not Yoruba,
wife ,Not Yoruba,
shoe ,Not Yoruba,
shoulder ,Not Yoruba,
spread ,Not Yoruba,
arrange ,Not Yoruba,
camp ,Not Yoruba,
invent ,Not Yoruba,
cotton ,Not Yoruba,
born ,Not Yoruba,
determine ,Not Yoruba,
quart ,Not Yoruba,
nine ,Not Yoruba,
truck ,Not Yoruba,
noise ,Not Yoruba,
level ,Not Yoruba,
chance ,Not Yoruba,
gather ,Not Yoruba,
shop ,Not Yoruba,
stretch ,Not Yoruba,
throw ,Not Yoruba,
shine ,Not Yoruba,
property ,Not Yoruba,
column ,Not Yoruba,
molecule ,Not Yoruba,
select ,Not Yoruba,
wrong ,Not Yoruba,
gray ,Not Yoruba,
repeat ,Not Yoruba,
require ,Not Yoruba,
broad ,Not Yoruba,
prepare ,Not Yoruba,
salt ,Not Yoruba,
nose ,Not Yoruba,
plural ,Not Yoruba,
anger ,Not Yoruba,
claim ,Not Yoruba,
continent ,Not Yoruba,
